# config  n_knots  n_nodes  x  order  rel_diff
2sg  60  72  1.380384e-02  NLO  1.342414e-04
2sg  60  72  1.819701e-02  NLO  1.258226e-04
2sg  60  72  2.398833e-02  NLO  1.105932e-04
2sg  60  72  3.162278e-02  NLO  5.199833e-05
2sg  60  72  4.168694e-02  NLO  1.299199e-05
2sg  60  72  5.495409e-02  NLO  1.288673e-04
2sg  60  72  7.244360e-02  NLO  2.752596e-04
2sg  60  72  9.549926e-02  NLO  4.279245e-04
2sg  60  72  1.258925e-01  NLO  4.368537e-04
2sg  60  72  1.659587e-01  NLO  4.485873e-05
2sg  60  72  2.187762e-01  NLO  3.563843e-05
2sg  60  72  2.884032e-01  NLO  1.375261e-05
2sg  60  72  3.801894e-01  NLO  1.281903e-04
2sg  60  72  5.011872e-01  NLO  2.981916e-04
2sg  60  72  6.606934e-01  NLO  2.109950e-04
2sg  60  72  2.187762e-04  NNLO  1.051322e-04
2sg  60  72  2.884032e-04  NNLO  1.371036e-04
2sg  60  72  3.801894e-04  NNLO  1.068516e-04
2sg  60  72  5.011872e-04  NNLO  1.805469e-04
2sg  60  72  6.606934e-04  NNLO  1.457028e-04
2sg  60  72  8.709636e-04  NNLO  2.308883e-04
2sg  60  72  1.148154e-03  NNLO  2.070930e-04
2sg  60  72  1.513561e-03  NNLO  2.242441e-04
2sg  60  72  1.995262e-03  NNLO  2.434899e-04
2sg  60  72  2.630268e-03  NNLO  5.118859e-05
2sg  60  72  3.467369e-03  NNLO  7.683707e-05
2sg  60  72  4.570882e-03  NNLO  3.320135e-04
2sg  60  72  6.025596e-03  NNLO  2.074088e-04
2sg  60  72  7.943282e-03  NNLO  3.824137e-04
2sg  60  72  1.047129e-02  NNLO  3.367042e-04
2sg  60  72  1.380384e-02  NNLO  3.467708e-04
2sg  60  72  1.819701e-02  NNLO  3.210036e-04
2sg  60  72  2.398833e-02  NNLO  2.357175e-04
2sg  60  72  3.162278e-02  NNLO  1.690120e-04
2sg  60  72  4.168694e-02  NNLO  1.037450e-05
2sg  60  72  5.495409e-02  NNLO  1.912571e-04
2sg  60  72  7.244360e-02  NNLO  4.596192e-04
2sg  60  72  9.549926e-02  NNLO  7.331247e-04
2sg  60  72  1.258925e-01  NNLO  7.625990e-04
2sg  60  72  1.659587e-01  NNLO  9.170926e-05
2sg  60  72  2.187762e-01  NNLO  7.664905e-05
2sg  60  72  2.884032e-01  NNLO  1.791177e-05
2sg  60  72  3.801894e-01  NNLO  2.720735e-04
2sg  60  72  5.011872e-01  NNLO  7.129250e-04
2sg  60  72  6.606934e-01  NNLO  4.956176e-04
1sg  80  81  2.187762e-04  LO  9.866405e-06
1sg  80  81  2.884032e-04  LO  1.001117e-05
1sg  80  81  3.801894e-04  LO  9.476338e-06
1sg  80  81  5.011872e-04  LO  8.113867e-06
1sg  80  81  6.606934e-04  LO  5.763434e-06
1sg  80  81  8.709636e-04  LO  2.250878e-06
1sg  80  81  1.148154e-03  LO  8.219988e-07
1sg  80  81  1.513561e-03  LO  2.538224e-06
1sg  80  81  1.995262e-03  LO  4.294691e-06
1sg  80  81  2.630268e-03  LO  6.016588e-06
1sg  80  81  3.467369e-03  LO  7.620244e-06
1sg  80  81  4.570882e-03  LO  9.012308e-06
1sg  80  81  6.025596e-03  LO  1.008778e-05
1sg  80  81  7.943282e-03  LO  1.072591e-05
1sg  80  81  1.047129e-02  LO  1.078189e-05
1sg  80  81  1.380384e-02  LO  1.007092e-05
1sg  80  81  1.819701e-02  LO  8.337024e-06
1sg  80  81  2.398833e-02  LO  5.192624e-06
1sg  80  81  3.162278e-02  LO  1.053183e-13
1sg  80  81  4.168694e-02  LO  2.410344e-06
1sg  80  81  5.495409e-02  LO  5.578148e-06
1sg  80  81  7.244360e-02  LO  9.915119e-06
1sg  80  81  9.549926e-02  LO  1.612550e-05
1sg  80  81  1.258925e-01  LO  2.531645e-05
1sg  80  81  1.659587e-01  LO  3.890728e-05
1sg  80  81  2.187762e-01  LO  5.739645e-05
1sg  80  81  2.884032e-01  LO  7.368728e-05
1sg  80  81  3.801894e-01  LO  3.901455e-05
1sg  80  81  5.011872e-01  LO  3.413730e-04
1sg  80  81  6.606934e-01  LO  3.478289e-03
1sg  80  81  2.187762e-04  NLO  7.865935e-06
1sg  80  81  2.884032e-04  NLO  8.815907e-06
1sg  80  81  3.801894e-04  NLO  9.229478e-06
1sg  80  81  5.011872e-04  NLO  8.968678e-06
1sg  80  81  6.606934e-04  NLO  7.894578e-06
1sg  80  81  8.709636e-04  NLO  5.876204e-06
1sg  80  81  1.148154e-03  NLO  6.394830e-06
1sg  80  81  1.513561e-03  NLO  1.062796e-05
1sg  80  81  1.995262e-03  NLO  1.535523e-05
1sg  80  81  2.630268e-03  NLO  2.050376e-05
1sg  80  81  3.467369e-03  NLO  2.595337e-05
1sg  80  81  4.570882e-03  NLO  3.151367e-05
1sg  80  81  6.025596e-03  NLO  3.689020e-05
1sg  80  81  7.943282e-03  NLO  4.163635e-05
1sg  80  81  1.047129e-02  NLO  4.508957e-05
1sg  80  81  1.380384e-02  NLO  4.629632e-05
1sg  80  81  1.819701e-02  NLO  4.394379e-05
1sg  80  81  2.398833e-02  NLO  3.634370e-05
1sg  80  81  3.162278e-02  NLO  2.156254e-05
1sg  80  81  4.168694e-02  NLO  7.175677e-08
1sg  80  81  5.495409e-02  NLO  3.371248e-05
1sg  80  81  7.244360e-02  NLO  7.930163e-05
1sg  80  81  9.549926e-02  NLO  1.327766e-04
1sg  80  81  1.258925e-01  NLO  1.826469e-04
1sg  80  81  1.659587e-01  NLO  2.040811e-04
1sg  80  81  2.187762e-01  NLO  1.484764e-04
1sg  80  81  2.884032e-01  NLO  7.256949e-05
1sg  80  81  3.801894e-01  NLO  5.853675e-04
1sg  80  81  5.011872e-01  NLO  1.353428e-03
1sg  80  81  6.606934e-01  NLO  5.537525e-03
1sg  80  81  2.187762e-04  NNLO  4.111819e-05
1sg  80  81  2.884032e-04  NNLO  4.589102e-05
1sg  80  81  3.801894e-04  NNLO  5.062249e-05
1sg  80  81  5.011872e-04  NNLO  5.412120e-05
1sg  80  81  6.606934e-04  NNLO  5.386700e-05
1sg  80  81  8.709636e-04  NNLO  4.479206e-05
1sg  80  81  1.148154e-03  NNLO  3.652945e-05
1sg  80  81  1.513561e-03  NNLO  4.039391e-05
1sg  80  81  1.995262e-03  NNLO  3.914463e-05
1sg  80  81  2.630268e-03  NNLO  2.550503e-05
1sg  80  81  3.467369e-03  NNLO  4.404775e-06
1sg  80  81  4.570882e-03  NNLO  4.288778e-05
1sg  80  81  6.025596e-03  NNLO  7.713719e-05
1sg  80  81  7.943282e-03  NNLO  1.008852e-04
1sg  80  81  1.047129e-02  NNLO  1.139940e-04
1sg  80  81  1.380384e-02  NNLO  1.176032e-04
1sg  80  81  1.819701e-02  NNLO  1.118794e-04
1sg  80  81  2.398833e-02  NNLO  9.567561e-05
1sg  80  81  3.162278e-02  NNLO  6.676577e-05
1sg  80  81  4.168694e-02  NNLO  1.584686e-05
1sg  80  81  5.495409e-02  NNLO  5.191303e-05
1sg  80  81  7.244360e-02  NNLO  1.383414e-04
1sg  80  81  9.549926e-02  NNLO  2.392723e-04
1sg  80  81  1.258925e-01  NNLO  3.367188e-04
1sg  80  81  1.659587e-01  NNLO  3.836452e-04
1sg  80  81  2.187762e-01  NNLO  2.756990e-04
1sg  80  81  2.884032e-01  NNLO  1.932366e-04
1sg  80  81  3.801894e-01  NNLO  1.332608e-03
1sg  80  81  5.011872e-01  NNLO  3.035957e-03
1sg  80  81  6.606934e-01  NNLO  1.414690e-02
2sg  80  97  2.187762e-04  LO  9.866405e-06
2sg  80  97  2.884032e-04  LO  1.001117e-05
2sg  80  97  3.801894e-04  LO  9.476338e-06
2sg  80  97  5.011872e-04  LO  8.113867e-06
2sg  80  97  6.606934e-04  LO  5.763434e-06
2sg  80  97  8.709636e-04  LO  2.250878e-06
2sg  80  97  1.148154e-03  LO  8.219988e-07
2sg  80  97  1.513561e-03  LO  2.538224e-06
2sg  80  97  1.995262e-03  LO  4.294691e-06
2sg  80  97  2.630268e-03  LO  6.016588e-06
2sg  80  97  3.467369e-03  LO  7.620244e-06
2sg  80  97  4.570882e-03  LO  9.012308e-06
2sg  80  97  6.025596e-03  LO  1.008778e-05
2sg  80  97  7.943282e-03  LO  1.072591e-05
2sg  80  97  1.047129e-02  LO  1.078189e-05
2sg  80  97  1.380384e-02  LO  1.007092e-05
2sg  80  97  1.819701e-02  LO  8.337024e-06
2sg  80  97  2.398833e-02  LO  5.192624e-06
2sg  80  97  3.162278e-02  LO  1.053183e-13
2sg  80  97  4.168694e-02  LO  2.410344e-06
2sg  80  97  5.495409e-02  LO  5.578148e-06
2sg  80  97  7.244360e-02  LO  9.915119e-06
2sg  80  97  9.549926e-02  LO  1.612550e-05
2sg  80  97  1.258925e-01  LO  1.562062e-06
2sg  80  97  1.659587e-01  LO  5.847306e-07
2sg  80  97  2.187762e-01  LO  8.934047e-07
2sg  80  97  2.884032e-01  LO  2.874134e-06
2sg  80  97  3.801894e-01  LO  4.194981e-06
2sg  80  97  5.011872e-01  LO  1.205868e-05
2sg  80  97  6.606934e-01  LO  2.217161e-04
2sg  80  97  2.187762e-04  NLO  7.865935e-06
2sg  80  97  2.884032e-04  NLO  8.815907e-06
2sg  80  97  3.801894e-04  NLO  9.229478e-06
2sg  80  97  5.011872e-04  NLO  8.968678e-06
2sg  80  97  6.606934e-04  NLO  7.894578e-06
2sg  80  97  8.709636e-04  NLO  5.876204e-06
2sg  80  97  1.148154e-03  NLO  6.394830e-06
2sg  80  97  1.513561e-03  NLO  1.062796e-05
2sg  80  97  1.995262e-03  NLO  1.535523e-05
2sg  80  97  2.630268e-03  NLO  2.050376e-05
2sg  80  97  3.467369e-03  NLO  2.595337e-05
2sg  80  97  4.570882e-03  NLO  3.151367e-05
2sg  80  97  6.025596e-03  NLO  3.689020e-05
2sg  80  97  7.943282e-03  NLO  4.163635e-05
2sg  80  97  1.047129e-02  NLO  4.508957e-05
2sg  80  97  1.380384e-02  NLO  4.629632e-05
2sg  80  97  1.819701e-02  NLO  4.394379e-05
2sg  80  97  2.398833e-02  NLO  3.634370e-05
2sg  80  97  3.162278e-02  NLO  2.156254e-05
2sg  80  97  4.168694e-02  NLO  7.175677e-08
2sg  80  97  5.495409e-02  NLO  3.371248e-05
2sg  80  97  7.244360e-02  NLO  7.930163e-05
2sg  80  97  9.549926e-02  NLO  1.327766e-04
2sg  80  97  1.258925e-01  NLO  1.236029e-05
2sg  80  97  1.659587e-01  NLO  1.413456e-05
2sg  80  97  2.187762e-01  NLO  1.159201e-05
2sg  80  97  2.884032e-01  NLO  3.830484e-07
2sg  80  97  3.801894e-01  NLO  3.279237e-05
2sg  80  97  5.011872e-01  NLO  9.723634e-05
2sg  80  97  6.606934e-01  NLO  3.014452e-05
2sg  80  97  2.187762e-04  NNLO  4.111819e-05
2sg  80  97  2.884032e-04  NNLO  4.589102e-05
2sg  80  97  3.801894e-04  NNLO  5.062249e-05
2sg  80  97  5.011872e-04  NNLO  5.412120e-05
2sg  80  97  6.606934e-04  NNLO  5.386700e-05
2sg  80  97  8.709636e-04  NNLO  4.479206e-05
2sg  80  97  1.148154e-03  NNLO  3.652945e-05
2sg  80  97  1.513561e-03  NNLO  4.039391e-05
2sg  80  97  1.995262e-03  NNLO  3.914463e-05
2sg  80  97  2.630268e-03  NNLO  2.550503e-05
2sg  80  97  3.467369e-03  NNLO  4.404775e-06
2sg  80  97  4.570882e-03  NNLO  4.288778e-05
2sg  80  97  6.025596e-03  NNLO  7.713719e-05
2sg  80  97  7.943282e-03  NNLO  1.008852e-04
2sg  80  97  1.047129e-02  NNLO  1.139940e-04
2sg  80  97  1.380384e-02  NNLO  1.176032e-04
2sg  80  97  1.819701e-02  NNLO  1.118794e-04
2sg  80  97  2.398833e-02  NNLO  9.567561e-05
2sg  80  97  3.162278e-02  NNLO  6.676577e-05
2sg  80  97  4.168694e-02  NNLO  1.584686e-05
2sg  80  97  5.495409e-02  NNLO  5.191303e-05
2sg  80  97  7.244360e-02  NNLO  1.383414e-04
2sg  80  97  9.549926e-02  NNLO  2.392723e-04
2sg  80  97  1.258925e-01  NNLO  2.733465e-05
2sg  80  97  1.659587e-01  NNLO  3.304117e-05
2sg  80  97  2.187762e-01  NNLO  2.943828e-05
2sg  80  97  2.884032e-01  NNLO  1.463732e-06
2sg  80  97  3.801894e-01  NNLO  8.120696e-05
2sg  80  97  5.011872e-01  NNLO  2.491801e-04
2sg  80  97  6.606934e-01  NNLO  7.482420e-07
1sg  100  101  2.187762e-04  LO  1.736238e-06
1sg  100  101  2.884032e-04  LO  3.321252e-06
1sg  100  101  3.801894e-04  LO  3.320408e-06
1sg  100  101  5.011872e-04  LO  5.851536e-15
1sg  100  101  6.606934e-04  LO  4.122855e-06
1sg  100  101  8.709636e-04  LO  1.745740e-06
1sg  100  101  1.148154e-03  LO  3.346149e-06
1sg  100  101  1.513561e-03  LO  3.352517e-06
1sg  100  101  1.995262e-03  LO  1.073829e-14
1sg  100  101  2.630268e-03  LO  4.193561e-06
1sg  100  101  3.467369e-03  LO  1.784477e-06
1sg  100  101  4.570882e-03  LO  3.448558e-06
1sg  100  101  6.025596e-03  LO  3.485747e-06
1sg  100  101  7.943282e-03  LO  1.835110e-14
1sg  100  101  1.047129e-02  LO  4.495887e-06
1sg  100  101  1.380384e-02  LO  1.953198e-06
1sg  100  101  1.819701e-02  LO  3.908752e-06
1sg  100  101  2.398833e-02  LO  4.102641e-06
1sg  100  101  3.162278e-02  LO  2.155280e-14
1sg  100  101  4.168694e-02  LO  6.034254e-06
1sg  100  101  5.495409e-02  LO  2.859983e-06
1sg  100  101  7.244360e-02  LO  6.582645e-06
1sg  100  101  9.549926e-02  LO  7.958868e-06
1sg  100  101  1.258925e-01  LO  3.767786e-15
1sg  100  101  1.659587e-01  LO  1.729747e-05
1sg  100  101  2.187762e-01  LO  9.939152e-06
1sg  100  101  2.884032e-01  LO  2.476791e-05
1sg  100  101  3.801894e-01  LO  2.204065e-05
1sg  100  101  5.011872e-01  LO  2.624835e-13
1sg  100  101  6.606934e-01  LO  1.895464e-03
1sg  100  101  2.187762e-04  NLO  1.072490e-06
1sg  100  101  2.884032e-04  NLO  2.903867e-06
1sg  100  101  3.801894e-04  NLO  3.403099e-06
1sg  100  101  5.011872e-04  NLO  3.701915e-07
1sg  100  101  6.606934e-04  NLO  5.276477e-06
1sg  100  101  8.709636e-04  NLO  3.477183e-06
1sg  100  101  1.148154e-03  NLO  5.923014e-06
1sg  100  101  1.513561e-03  NLO  7.024571e-06
1sg  100  101  1.995262e-03  NLO  4.513163e-06
1sg  100  101  2.630268e-03  NLO  1.043196e-05
1sg  100  101  3.467369e-03  NLO  9.538595e-06
1sg  100  101  4.570882e-03  NLO  1.295177e-05
1sg  100  101  6.025596e-03  NLO  1.501665e-05
1sg  100  101  7.943282e-03  NLO  1.371797e-05
1sg  100  101  1.047129e-02  NLO  1.931806e-05
1sg  100  101  1.380384e-02  NLO  1.842668e-05
1sg  100  101  1.819701e-02  NLO  1.938995e-05
1sg  100  101  2.398833e-02  NLO  1.721245e-05
1sg  100  101  3.162278e-02  NLO  1.026436e-05
1sg  100  101  4.168694e-02  NLO  2.650406e-06
1sg  100  101  5.495409e-02  NLO  1.214891e-05
1sg  100  101  7.244360e-02  NLO  3.146247e-05
1sg  100  101  9.549926e-02  NLO  5.430507e-05
1sg  100  101  1.258925e-01  NLO  7.267996e-05
1sg  100  101  1.659587e-01  NLO  8.954164e-05
1sg  100  101  2.187762e-01  NLO  6.046573e-05
1sg  100  101  2.884032e-01  NLO  1.946975e-05
1sg  100  101  3.801894e-01  NLO  2.353726e-04
1sg  100  101  5.011872e-01  NLO  6.023124e-04
1sg  100  101  6.606934e-01  NLO  5.621416e-04
1sg  100  101  2.187762e-04  NNLO  1.455147e-05
1sg  100  101  2.884032e-04  NNLO  1.792121e-05
1sg  100  101  3.801894e-04  NNLO  2.021157e-05
1sg  100  101  5.011872e-04  NNLO  1.445492e-05
1sg  100  101  6.606934e-04  NNLO  2.831253e-05
1sg  100  101  8.709636e-04  NNLO  2.242485e-05
1sg  100  101  1.148154e-03  NNLO  3.187534e-05
1sg  100  101  1.513561e-03  NNLO  3.407318e-05
1sg  100  101  1.995262e-03  NNLO  3.507182e-06
1sg  100  101  2.630268e-03  NNLO  2.756448e-05
1sg  100  101  3.467369e-03  NNLO  2.077581e-05
1sg  100  101  4.570882e-03  NNLO  2.528321e-05
1sg  100  101  6.025596e-03  NNLO  4.059623e-05
1sg  100  101  7.943282e-03  NNLO  7.104416e-05
1sg  100  101  1.047129e-02  NNLO  5.056282e-05
1sg  100  101  1.380384e-02  NNLO  5.813171e-05
1sg  100  101  1.819701e-02  NNLO  4.912849e-05
1sg  100  101  2.398833e-02  NNLO  4.034646e-05
1sg  100  101  3.162278e-02  NNLO  3.104072e-05
1sg  100  101  4.168694e-02  NNLO  6.110861e-06
1sg  100  101  5.495409e-02  NNLO  2.005975e-05
1sg  100  101  7.244360e-02  NNLO  5.820767e-05
1sg  100  101  9.549926e-02  NNLO  1.026116e-04
1sg  100  101  1.258925e-01  NNLO  1.441227e-04
1sg  100  101  1.659587e-01  NNLO  1.749034e-04
1sg  100  101  2.187762e-01  NNLO  1.331248e-04
1sg  100  101  2.884032e-01  NNLO  4.938815e-05
1sg  100  101  3.801894e-01  NNLO  5.428755e-04
1sg  100  101  5.011872e-01  NNLO  1.372152e-03
1sg  100  101  6.606934e-01  NNLO  2.086895e-03
2sg  100  120  2.187762e-04  LO  1.736238e-06
2sg  100  120  2.884032e-04  LO  3.321252e-06
2sg  100  120  3.801894e-04  LO  3.320408e-06
2sg  100  120  5.011872e-04  LO  5.851536e-15
2sg  100  120  6.606934e-04  LO  4.122855e-06
2sg  100  120  8.709636e-04  LO  1.745740e-06
2sg  100  120  1.148154e-03  LO  3.346149e-06
2sg  100  120  1.513561e-03  LO  3.352517e-06
2sg  100  120  1.995262e-03  LO  1.073829e-14
2sg  100  120  2.630268e-03  LO  4.193561e-06
2sg  100  120  3.467369e-03  LO  1.784477e-06
2sg  100  120  4.570882e-03  LO  3.448558e-06
2sg  100  120  6.025596e-03  LO  3.485747e-06
2sg  100  120  7.943282e-03  LO  1.835110e-14
2sg  100  120  1.047129e-02  LO  4.495887e-06
2sg  100  120  1.380384e-02  LO  1.953198e-06
2sg  100  120  1.819701e-02  LO  3.908752e-06
2sg  100  120  2.398833e-02  LO  4.102641e-06
2sg  100  120  3.162278e-02  LO  2.155280e-14
2sg  100  120  4.168694e-02  LO  6.034254e-06
2sg  100  120  5.495409e-02  LO  2.859983e-06
2sg  100  120  7.244360e-02  LO  6.582645e-06
2sg  100  120  9.549926e-02  LO  7.958868e-06
2sg  100  120  1.258925e-01  LO  6.488966e-14
2sg  100  120  1.659587e-01  LO  4.411418e-07
2sg  100  120  2.187762e-01  LO  1.180454e-06
2sg  100  120  2.884032e-01  LO  1.996892e-06
2sg  100  120  3.801894e-01  LO  1.569834e-06
2sg  100  120  5.011872e-01  LO  1.764071e-13
2sg  100  120  6.606934e-01  LO  3.536323e-05
2sg  100  120  2.187762e-04  NLO  1.072490e-06
2sg  100  120  2.884032e-04  NLO  2.903867e-06
2sg  100  120  3.801894e-04  NLO  3.403099e-06
2sg  100  120  5.011872e-04  NLO  3.701915e-07
2sg  100  120  6.606934e-04  NLO  5.276477e-06
2sg  100  120  8.709636e-04  NLO  3.477183e-06
2sg  100  120  1.148154e-03  NLO  5.923014e-06
2sg  100  120  1.513561e-03  NLO  7.024571e-06
2sg  100  120  1.995262e-03  NLO  4.513163e-06
2sg  100  120  2.630268e-03  NLO  1.043196e-05
2sg  100  120  3.467369e-03  NLO  9.538595e-06
2sg  100  120  4.570882e-03  NLO  1.295177e-05
2sg  100  120  6.025596e-03  NLO  1.501665e-05
2sg  100  120  7.943282e-03  NLO  1.371797e-05
2sg  100  120  1.047129e-02  NLO  1.931806e-05
2sg  100  120  1.380384e-02  NLO  1.842668e-05
2sg  100  120  1.819701e-02  NLO  1.938995e-05
2sg  100  120  2.398833e-02  NLO  1.721245e-05
2sg  100  120  3.162278e-02  NLO  1.026436e-05
2sg  100  120  4.168694e-02  NLO  2.650406e-06
2sg  100  120  5.495409e-02  NLO  1.214891e-05
2sg  100  120  7.244360e-02  NLO  3.146247e-05
2sg  100  120  9.549926e-02  NLO  5.430507e-05
2sg  100  120  1.258925e-01  NLO  2.194077e-05
2sg  100  120  1.659587e-01  NLO  6.213819e-06
2sg  100  120  2.187762e-01  NLO  5.825544e-06
2sg  100  120  2.884032e-01  NLO  1.273583e-06
2sg  100  120  3.801894e-01  NLO  1.342288e-05
2sg  100  120  5.011872e-01  NLO  4.708857e-05
2sg  100  120  6.606934e-01  NLO  7.013431e-06
2sg  100  120  2.187762e-04  NNLO  1.455147e-05
2sg  100  120  2.884032e-04  NNLO  1.792121e-05
2sg  100  120  3.801894e-04  NNLO  2.021157e-05
2sg  100  120  5.011872e-04  NNLO  1.445492e-05
2sg  100  120  6.606934e-04  NNLO  2.831253e-05
2sg  100  120  8.709636e-04  NNLO  2.242485e-05
2sg  100  120  1.148154e-03  NNLO  3.187534e-05
2sg  100  120  1.513561e-03  NNLO  3.407318e-05
2sg  100  120  1.995262e-03  NNLO  3.507182e-06
2sg  100  120  2.630268e-03  NNLO  2.756448e-05
2sg  100  120  3.467369e-03  NNLO  2.077581e-05
2sg  100  120  4.570882e-03  NNLO  2.528321e-05
2sg  100  120  6.025596e-03  NNLO  4.059623e-05
2sg  100  120  7.943282e-03  NNLO  7.104416e-05
2sg  100  120  1.047129e-02  NNLO  5.056282e-05
2sg  100  120  1.380384e-02  NNLO  5.813171e-05
2sg  100  120  1.819701e-02  NNLO  4.912849e-05
2sg  100  120  2.398833e-02  NNLO  4.034646e-05
2sg  100  120  3.162278e-02  NNLO  3.104072e-05
2sg  100  120  4.168694e-02  NNLO  6.110861e-06
2sg  100  120  5.495409e-02  NNLO  2.005975e-05
2sg  100  120  7.244360e-02  NNLO  5.820767e-05
2sg  100  120  9.549926e-02  NNLO  1.026116e-04
2sg  100  120  1.258925e-01  NNLO  4.559690e-05
2sg  100  120  1.659587e-01  NNLO  1.580683e-05
2sg  100  120  2.187762e-01  NNLO  1.496407e-05
2sg  100  120  2.884032e-01  NNLO  3.454520e-06
2sg  100  120  3.801894e-01  NNLO  3.321736e-05
2sg  100  120  5.011872e-01  NNLO  1.154103e-04
2sg  100  120  6.606934e-01  NNLO  4.004959e-05
1sg  120  121  2.187762e-04  LO  1.395169e-06
1sg  120  121  2.884032e-04  LO  4.429428e-07
1sg  120  121  3.801894e-04  LO  3.284873e-07
1sg  120  121  5.011872e-04  LO  8.401817e-07
1sg  120  121  6.606934e-04  LO  1.327458e-06
1sg  120  121  8.709636e-04  LO  1.728011e-06
1sg  120  121  1.148154e-03  LO  1.969151e-06
1sg  120  121  1.513561e-03  LO  1.967202e-06
1sg  120  121  1.995262e-03  LO  1.626428e-06
1sg  120  121  2.630268e-03  LO  8.371496e-07
1sg  120  121  3.467369e-03  LO  1.660640e-07
1sg  120  121  4.570882e-03  LO  6.930604e-07
1sg  120  121  6.025596e-03  LO  1.226510e-06
1sg  120  121  7.943282e-03  LO  1.710165e-06
1sg  120  121  1.047129e-02  LO  2.074696e-06
1sg  120  121  1.380384e-02  LO  2.232475e-06
1sg  120  121  1.819701e-02  LO  2.066832e-06
1sg  120  121  2.398833e-02  LO  1.410241e-06
1sg  120  121  3.162278e-02  LO  1.233554e-13
1sg  120  121  4.168694e-02  LO  7.206263e-07
1sg  120  121  5.495409e-02  LO  1.651652e-06
1sg  120  121  7.244360e-02  LO  2.842905e-06
1sg  120  121  9.549926e-02  LO  4.347198e-06
1sg  120  121  1.258925e-01  LO  6.140422e-06
1sg  120  121  1.659587e-01  LO  7.856417e-06
1sg  120  121  2.187762e-01  LO  8.087873e-06
1sg  120  121  2.884032e-01  LO  3.327917e-06
1sg  120  121  3.801894e-01  LO  2.604954e-06
1sg  120  121  5.011872e-01  LO  1.469193e-05
1sg  120  121  6.606934e-01  LO  5.052221e-04
1sg  120  121  2.187762e-04  NLO  1.070642e-06
1sg  120  121  2.884032e-04  NLO  2.755095e-07
1sg  120  121  3.801894e-04  NLO  3.562053e-07
1sg  120  121  5.011872e-04  NLO  1.126495e-06
1sg  120  121  6.606934e-04  NLO  1.928185e-06
1sg  120  121  8.709636e-04  NLO  2.698678e-06
1sg  120  121  1.148154e-03  NLO  3.363638e-06
1sg  120  121  1.513561e-03  NLO  3.839367e-06
1sg  120  121  1.995262e-03  NLO  4.037160e-06
1sg  120  121  2.630268e-03  NLO  3.870200e-06
1sg  120  121  3.467369e-03  NLO  3.992636e-06
1sg  120  121  4.570882e-03  NLO  5.495269e-06
1sg  120  121  6.025596e-03  NLO  7.032533e-06
1sg  120  121  7.943282e-03  NLO  8.461071e-06
1sg  120  121  1.047129e-02  NLO  9.590858e-06
1sg  120  121  1.380384e-02  NLO  1.017936e-05
1sg  120  121  1.819701e-02  NLO  9.928208e-06
1sg  120  121  2.398833e-02  NLO  8.488797e-06
1sg  120  121  3.162278e-02  NLO  5.493443e-06
1sg  120  121  4.168694e-02  NLO  1.375585e-06
1sg  120  121  5.495409e-02  NLO  5.321923e-06
1sg  120  121  7.244360e-02  NLO  1.475334e-05
1sg  120  121  9.549926e-02  NLO  2.634087e-05
1sg  120  121  1.258925e-01  NLO  3.804075e-05
1sg  120  121  1.659587e-01  NLO  4.485873e-05
1sg  120  121  2.187762e-01  NLO  3.563843e-05
1sg  120  121  2.884032e-01  NLO  1.375261e-05
1sg  120  121  3.801894e-01  NLO  1.281903e-04
1sg  120  121  5.011872e-01  NLO  2.981916e-04
1sg  120  121  6.606934e-01  NLO  2.109950e-04
1sg  120  121  2.187762e-04  NNLO  7.663896e-06
1sg  120  121  2.884032e-04  NNLO  7.021544e-06
1sg  120  121  3.801894e-04  NNLO  7.353371e-06
1sg  120  121  5.011872e-04  NNLO  9.156584e-06
1sg  120  121  6.606934e-04  NNLO  1.163635e-05
1sg  120  121  8.709636e-04  NNLO  1.468859e-05
1sg  120  121  1.148154e-03  NNLO  1.766998e-05
1sg  120  121  1.513561e-03  NNLO  1.870035e-05
1sg  120  121  1.995262e-03  NNLO  1.385111e-05
1sg  120  121  2.630268e-03  NNLO  1.817487e-06
1sg  120  121  3.467369e-03  NNLO  2.020174e-05
1sg  120  121  4.570882e-03  NNLO  2.336705e-05
1sg  120  121  6.025596e-03  NNLO  2.507491e-05
1sg  120  121  7.943282e-03  NNLO  2.600523e-05
1sg  120  121  1.047129e-02  NNLO  2.644973e-05
1sg  120  121  1.380384e-02  NNLO  2.622892e-05
1sg  120  121  1.819701e-02  NNLO  2.487524e-05
1sg  120  121  2.398833e-02  NNLO  2.175064e-05
1sg  120  121  3.162278e-02  NNLO  1.610452e-05
1sg  120  121  4.168694e-02  NNLO  5.003440e-06
1sg  120  121  5.495409e-02  NNLO  9.836302e-06
1sg  120  121  7.244360e-02  NNLO  2.906275e-05
1sg  120  121  9.549926e-02  NNLO  5.222785e-05
1sg  120  121  1.258925e-01  NNLO  7.617754e-05
1sg  120  121  1.659587e-01  NNLO  9.170927e-05
1sg  120  121  2.187762e-01  NNLO  7.664905e-05
1sg  120  121  2.884032e-01  NNLO  1.791176e-05
1sg  120  121  3.801894e-01  NNLO  2.720735e-04
1sg  120  121  5.011872e-01  NNLO  7.129250e-04
1sg  120  121  6.606934e-01  NNLO  4.956176e-04
2sg  120  145  2.187762e-04  LO  1.395169e-06
2sg  120  145  2.884032e-04  LO  4.429428e-07
2sg  120  145  3.801894e-04  LO  3.284873e-07
