# config  n_knots  n_nodes  x  order  rel_diff
2sg  120  145  5.011872e-04  LO  8.401817e-07
2sg  120  145  6.606934e-04  LO  1.327458e-06
2sg  120  145  8.709636e-04  LO  1.728011e-06
2sg  120  145  1.148154e-03  LO  1.969151e-06
2sg  120  145  1.513561e-03  LO  1.967202e-06
2sg  120  145  1.995262e-03  LO  1.626428e-06
2sg  120  145  2.630268e-03  LO  8.371496e-07
2sg  120  145  3.467369e-03  LO  1.660640e-07
2sg  120  145  4.570882e-03  LO  6.930604e-07
2sg  120  145  6.025596e-03  LO  1.226510e-06
2sg  120  145  7.943282e-03  LO  1.710165e-06
2sg  120  145  1.047129e-02  LO  2.074696e-06
2sg  120  145  1.380384e-02  LO  2.232475e-06
2sg  120  145  1.819701e-02  LO  2.066832e-06
2sg  120  145  2.398833e-02  LO  1.410241e-06
2sg  120  145  3.162278e-02  LO  1.233554e-13
2sg  120  145  4.168694e-02  LO  7.206263e-07
2sg  120  145  5.495409e-02  LO  1.651652e-06
2sg  120  145  7.244360e-02  LO  2.842905e-06
2sg  120  145  9.549926e-02  LO  4.347198e-06
2sg  120  145  1.258925e-01  LO  1.572859e-07
2sg  120  145  1.659587e-01  LO  4.371285e-07
2sg  120  145  2.187762e-01  LO  6.929528e-07
2sg  120  145  2.884032e-01  LO  3.978063e-07
2sg  120  145  3.801894e-01  LO  3.576976e-07
2sg  120  145  5.011872e-01  LO  1.343862e-06
2sg  120  145  6.606934e-01  LO  4.263585e-05
2sg  120  145  2.187762e-04  NLO  1.070642e-06
2sg  120  145  2.884032e-04  NLO  2.755095e-07
2sg  120  145  3.801894e-04  NLO  3.562053e-07
2sg  120  145  5.011872e-04  NLO  1.126495e-06
2sg  120  145  6.606934e-04  NLO  1.928185e-06
2sg  120  145  8.709636e-04  NLO  2.698678e-06
2sg  120  145  1.148154e-03  NLO  3.363638e-06
2sg  120  145  1.513561e-03  NLO  3.839367e-06
2sg  120  145  1.995262e-03  NLO  4.037160e-06
2sg  120  145  2.630268e-03  NLO  3.870200e-06
2sg  120  145  3.467369e-03  NLO  3.992636e-06
2sg  120  145  4.570882e-03  NLO  5.495269e-06
2sg  120  145  6.025596e-03  NLO  7.032533e-06
2sg  120  145  7.943282e-03  NLO  8.461071e-06
2sg  120  145  1.047129e-02  NLO  9.590858e-06
2sg  120  145  1.380384e-02  NLO  1.017936e-05
2sg  120  145  1.819701e-02  NLO  9.928208e-06
2sg  120  145  2.398833e-02  NLO  8.488797e-06
2sg  120  145  3.162278e-02  NLO  5.493443e-06
2sg  120  145  4.168694e-02  NLO  1.375585e-06
2sg  120  145  5.495409e-02  NLO  5.321923e-06
2sg  120  145  7.244360e-02  NLO  1.475334e-05
2sg  120  145  9.549926e-02  NLO  2.634087e-05
2sg  120  145  1.258925e-01  NLO  2.550733e-06
2sg  120  145  1.659587e-01  NLO  3.239295e-06
2sg  120  145  2.187762e-01  NLO  3.082678e-06
2sg  120  145  2.884032e-01  NLO  2.402368e-07
2sg  120  145  3.801894e-01  NLO  7.305513e-06
2sg  120  145  5.011872e-01  NLO  2.165296e-05
2sg  120  145  6.606934e-01  NLO  1.994977e-05
2sg  120  145  2.187762e-04  NNLO  7.663896e-06
2sg  120  145  2.884032e-04  NNLO  7.021544e-06
2sg  120  145  3.801894e-04  NNLO  7.353371e-06
2sg  120  145  5.011872e-04  NNLO  9.156584e-06
2sg  120  145  6.606934e-04  NNLO  1.163635e-05
2sg  120  145  8.709636e-04  NNLO  1.468859e-05
2sg  120  145  1.148154e-03  NNLO  1.766998e-05
2sg  120  145  1.513561e-03  NNLO  1.870035e-05
2sg  120  145  1.995262e-03  NNLO  1.385111e-05
2sg  120  145  2.630268e-03  NNLO  1.817487e-06
2sg  120  145  3.467369e-03  NNLO  2.020174e-05
2sg  120  145  4.570882e-03  NNLO  2.336705e-05
2sg  120  145  6.025596e-03  NNLO  2.507491e-05
2sg  120  145  7.943282e-03  NNLO  2.600523e-05
2sg  120  145  1.047129e-02  NNLO  2.644973e-05
2sg  120  145  1.380384e-02  NNLO  2.622892e-05
2sg  120  145  1.819701e-02  NNLO  2.487524e-05
2sg  120  145  2.398833e-02  NNLO  2.175064e-05
2sg  120  145  3.162278e-02  NNLO  1.610452e-05
2sg  120  145  4.168694e-02  NNLO  5.003440e-06
2sg  120  145  5.495409e-02  NNLO  9.836302e-06
2sg  120  145  7.244360e-02  NNLO  2.906275e-05
2sg  120  145  9.549926e-02  NNLO  5.222785e-05
2sg  120  145  1.258925e-01  NNLO  7.330757e-06
2sg  120  145  1.659587e-01  NNLO  9.020892e-06
2sg  120  145  2.187762e-01  NNLO  8.709929e-06
2sg  120  145  2.884032e-01  NNLO  2.595172e-06
2sg  120  145  3.801894e-01  NNLO  1.630425e-05
2sg  120  145  5.011872e-01  NNLO  5.729564e-05
2sg  120  145  6.606934e-01  NNLO  3.984407e-05
1sg  140  141  2.187762e-04  LO  9.822234e-07
1sg  140  141  2.884032e-04  LO  2.688846e-07
1sg  140  141  3.801894e-04  LO  9.515998e-07
1sg  140  141  5.011872e-04  LO  8.665322e-07
1sg  140  141  6.606934e-04  LO  8.762814e-08
1sg  140  141  8.709636e-04  LO  1.056471e-06
1sg  140  141  1.148154e-03  LO  7.198698e-07
1sg  140  141  1.513561e-03  LO  2.416830e-07
1sg  140  141  1.995262e-03  LO  1.086757e-06
1sg  140  141  2.630268e-03  LO  5.540606e-07
1sg  140  141  3.467369e-03  LO  6.306913e-07
1sg  140  141  4.570882e-03  LO  1.063605e-06
1sg  140  141  6.025596e-03  LO  3.789243e-07
1sg  140  141  7.943282e-03  LO  9.248036e-07
1sg  140  141  1.047129e-02  LO  1.013514e-06
1sg  140  141  1.380384e-02  LO  1.989125e-07
1sg  140  141  1.819701e-02  LO  1.185796e-06
1sg  140  141  2.398833e-02  LO  9.769498e-07
1sg  140  141  3.162278e-02  LO  1.086811e-13
1sg  140  141  4.168694e-02  LO  1.560352e-06
1sg  140  141  5.495409e-02  LO  1.034033e-06
1sg  140  141  7.244360e-02  LO  8.675414e-07
1sg  140  141  9.549926e-02  LO  2.514662e-06
1sg  140  141  1.258925e-01  LO  1.371848e-06
1sg  140  141  1.659587e-01  LO  3.150467e-06
1sg  140  141  2.187762e-01  LO  5.626557e-06
1sg  140  141  2.884032e-01  LO  2.089710e-06
1sg  140  141  3.801894e-01  LO  6.406426e-06
1sg  140  141  5.011872e-01  LO  1.596849e-05
1sg  140  141  6.606934e-01  LO  2.900610e-05
1sg  140  141  2.187762e-04  NLO  8.459213e-07
1sg  140  141  2.884032e-04  NLO  2.095700e-07
1sg  140  141  3.801894e-04  NLO  1.013718e-06
1sg  140  141  5.011872e-04  NLO  1.074359e-06
1sg  140  141  6.606934e-04  NLO  3.825357e-07
1sg  140  141  8.709636e-04  NLO  1.619290e-06
1sg  140  141  1.148154e-03  NLO  1.492483e-06
1sg  140  141  1.513561e-03  NLO  1.216921e-06
1sg  140  141  1.995262e-03  NLO  2.485935e-06
1sg  140  141  2.630268e-03  NLO  2.293026e-06
1sg  140  141  3.467369e-03  NLO  2.802137e-06
1sg  140  141  4.570882e-03  NLO  3.775766e-06
1sg  140  141  6.025596e-03  NLO  3.630256e-06
1sg  140  141  7.943282e-03  NLO  4.688740e-06
1sg  140  141  1.047129e-02  NLO  5.261465e-06
1sg  140  141  1.380384e-02  NLO  4.952444e-06
1sg  140  141  1.819701e-02  NLO  5.628136e-06
1sg  140  141  2.398833e-02  NLO  4.954085e-06
1sg  140  141  3.162278e-02  NLO  3.210061e-06
1sg  140  141  4.168694e-02  NLO  1.249008e-06
1sg  140  141  5.495409e-02  NLO  2.660625e-06
1sg  140  141  7.244360e-02  NLO  7.857428e-06
1sg  140  141  9.549926e-02  NLO  1.433803e-05
1sg  140  141  1.258925e-01  NLO  2.021931e-05
1sg  140  141  1.659587e-01  NLO  2.450333e-05
1sg  140  141  2.187762e-01  NLO  2.156530e-05
1sg  140  141  2.884032e-01  NLO  5.170306e-06
1sg  140  141  3.801894e-01  NLO  5.640527e-05
1sg  140  141  5.011872e-01  NLO  1.624221e-04
1sg  140  141  6.606934e-01  NLO  1.688113e-04
1sg  140  141  2.187762e-04  NNLO  4.449357e-06
1sg  140  141  2.884032e-04  NNLO  3.869490e-06
1sg  140  141  3.801894e-04  NNLO  5.451134e-06
1sg  140  141  5.011872e-04  NNLO  5.995971e-06
1sg  140  141  6.606934e-04  NNLO  4.139286e-06
1sg  140  141  8.709636e-04  NNLO  8.414756e-06
1sg  140  141  1.148154e-03  NNLO  7.511656e-06
1sg  140  141  1.513561e-03  NNLO  3.431289e-06
1sg  140  141  1.995262e-03  NNLO  9.566821e-06
1sg  140  141  2.630268e-03  NNLO  1.329726e-07
1sg  140  141  3.467369e-03  NNLO  5.164896e-06
1sg  140  141  4.570882e-03  NNLO  6.095791e-06
1sg  140  141  6.025596e-03  NNLO  1.667954e-05
1sg  140  141  7.943282e-03  NNLO  1.494520e-05
1sg  140  141  1.047129e-02  NNLO  1.537557e-05
1sg  140  141  1.380384e-02  NNLO  1.767880e-05
1sg  140  141  1.819701e-02  NNLO  1.380780e-05
1sg  140  141  2.398833e-02  NNLO  1.179851e-05
1sg  140  141  3.162278e-02  NNLO  8.953048e-06
1sg  140  141  4.168694e-02  NNLO  1.918923e-06
1sg  140  141  5.495409e-02  NNLO  5.770718e-06
1sg  140  141  7.244360e-02  NNLO  1.636486e-05
1sg  140  141  9.549926e-02  NNLO  2.994705e-05
1sg  140  141  1.258925e-01  NNLO  4.322203e-05
1sg  140  141  1.659587e-01  NNLO  5.307407e-05
1sg  140  141  2.187762e-01  NNLO  4.708837e-05
1sg  140  141  2.884032e-01  NNLO  4.192233e-06
1sg  140  141  3.801894e-01  NNLO  1.383571e-04
1sg  140  141  5.011872e-01  NNLO  4.054337e-04
1sg  140  141  6.606934e-01  NNLO  2.114630e-04
2sg  140  169  2.187762e-04  LO  9.822234e-07
2sg  140  169  2.884032e-04  LO  2.688846e-07
2sg  140  169  3.801894e-04  LO  9.515998e-07
2sg  140  169  5.011872e-04  LO  8.665322e-07
2sg  140  169  6.606934e-04  LO  8.762814e-08
2sg  140  169  8.709636e-04  LO  1.056471e-06
2sg  140  169  1.148154e-03  LO  7.198698e-07
2sg  140  169  1.513561e-03  LO  2.416830e-07
2sg  140  169  1.995262e-03  LO  1.086757e-06
2sg  140  169  2.630268e-03  LO  5.540606e-07
2sg  140  169  3.467369e-03  LO  6.306913e-07
2sg  140  169  4.570882e-03  LO  1.063605e-06
2sg  140  169  6.025596e-03  LO  3.789243e-07
2sg  140  169  7.943282e-03  LO  9.248036e-07
2sg  140  169  1.047129e-02  LO  1.013514e-06
2sg  140  169  1.380384e-02  LO  1.989125e-07
2sg  140  169  1.819701e-02  LO  1.185796e-06
2sg  140  169  2.398833e-02  LO  9.769498e-07
2sg  140  169  3.162278e-02  LO  1.086811e-13
2sg  140  169  4.168694e-02  LO  1.560352e-06
2sg  140  169  5.495409e-02  LO  1.034033e-06
2sg  140  169  7.244360e-02  LO  8.675414e-07
2sg  140  169  9.549926e-02  LO  2.514662e-06
2sg  140  169  1.258925e-01  LO  1.623625e-07
2sg  140  169  1.659587e-01  LO  2.674814e-07
2sg  140  169  2.187762e-01  LO  8.516486e-08
2sg  140  169  2.884032e-01  LO  2.657574e-07
2sg  140  169  3.801894e-01  LO  5.348605e-07
2sg  140  169  5.011872e-01  LO  8.063351e-07
2sg  140  169  6.606934e-01  LO  3.361063e-06
2sg  140  169  2.187762e-04  NLO  8.459213e-07
2sg  140  169  2.884032e-04  NLO  2.095700e-07
2sg  140  169  3.801894e-04  NLO  1.013718e-06
2sg  140  169  5.011872e-04  NLO  1.074359e-06
2sg  140  169  6.606934e-04  NLO  3.825357e-07
2sg  140  169  8.709636e-04  NLO  1.619290e-06
2sg  140  169  1.148154e-03  NLO  1.492483e-06
2sg  140  169  1.513561e-03  NLO  1.216921e-06
2sg  140  169  1.995262e-03  NLO  2.485935e-06
2sg  140  169  2.630268e-03  NLO  2.293026e-06
2sg  140  169  3.467369e-03  NLO  2.802137e-06
2sg  140  169  4.570882e-03  NLO  3.775766e-06
2sg  140  169  6.025596e-03  NLO  3.630256e-06
2sg  140  169  7.943282e-03  NLO  4.688740e-06
2sg  140  169  1.047129e-02  NLO  5.261465e-06
2sg  140  169  1.380384e-02  NLO  4.952444e-06
2sg  140  169  1.819701e-02  NLO  5.628136e-06
2sg  140  169  2.398833e-02  NLO  4.954085e-06
2sg  140  169  3.162278e-02  NLO  3.210061e-06
2sg  140  169  4.168694e-02  NLO  1.249008e-06
2sg  140  169  5.495409e-02  NLO  2.660625e-06
2sg  140  169  7.244360e-02  NLO  7.857428e-06
2sg  140  169  9.549926e-02  NLO  1.433803e-05
2sg  140  169  1.258925e-01  NLO  1.439683e-06
2sg  140  169  1.659587e-01  NLO  1.825697e-06
2sg  140  169  2.187762e-01  NLO  1.538556e-06
2sg  140  169  2.884032e-01  NLO  2.508276e-07
2sg  140  169  3.801894e-01  NLO  3.350815e-06
2sg  140  169  5.011872e-01  NLO  1.217447e-05
2sg  140  169  6.606934e-01  NLO  6.567925e-06
2sg  140  169  2.187762e-04  NNLO  4.449357e-06
2sg  140  169  2.884032e-04  NNLO  3.869490e-06
2sg  140  169  3.801894e-04  NNLO  5.451134e-06
2sg  140  169  5.011872e-04  NNLO  5.995971e-06
2sg  140  169  6.606934e-04  NNLO  4.139286e-06
2sg  140  169  8.709636e-04  NNLO  8.414756e-06
2sg  140  169  1.148154e-03  NNLO  7.511656e-06
2sg  140  169  1.513561e-03  NNLO  3.431289e-06
2sg  140  169  1.995262e-03  NNLO  9.566821e-06
2sg  140  169  2.630268e-03  NNLO  1.329726e-07
2sg  140  169  3.467369e-03  NNLO  5.164896e-06
2sg  140  169  4.570882e-03  NNLO  6.095791e-06
2sg  140  169  6.025596e-03  NNLO  1.667954e-05
2sg  140  169  7.943282e-03  NNLO  1.494520e-05
2sg  140  169  1.047129e-02  NNLO  1.537557e-05
2sg  140  169  1.380384e-02  NNLO  1.767880e-05
2sg  140  169  1.819701e-02  NNLO  1.380780e-05
2sg  140  169  2.398833e-02  NNLO  1.179851e-05
2sg  140  169  3.162278e-02  NNLO  8.953048e-06
2sg  140  169  4.168694e-02  NNLO  1.918923e-06
2sg  140  169  5.495409e-02  NNLO  5.770718e-06
2sg  140  169  7.244360e-02  NNLO  1.636486e-05
2sg  140  169  9.549926e-02  NNLO  2.994705e-05
2sg  140  169  1.258925e-01  NNLO  4.810284e-06
2sg  140  169  1.659587e-01  NNLO  5.803755e-06
2sg  140  169  2.187762e-01  NNLO  5.545065e-06
2sg  140  169  2.884032e-01  NNLO  2.303890e-06
2sg  140  169  3.801894e-01  NNLO  8.035762e-06
2sg  140  169  5.011872e-01  NNLO  3.233148e-05
2sg  140  169  6.606934e-01  NNLO  2.672502e-05
1sg  160  161  2.187762e-04  LO  1.575940e-07
1sg  160  161  2.884032e-04  LO  3.700438e-07
1sg  160  161  3.801894e-04  LO  5.450034e-07
1sg  160  161  5.011872e-04  LO  6.292438e-07
1sg  160  161  6.606934e-04  LO  5.592747e-07
1sg  160  161  8.709636e-04  LO  2.609809e-07
1sg  160  161  1.148154e-03  LO  1.047102e-07
1sg  160  161  1.513561e-03  LO  3.218827e-07
1sg  160  161  1.995262e-03  LO  5.144980e-07
1sg  160  161  2.630268e-03  LO  6.313457e-07
1sg  160  161  3.467369e-03  LO  6.096428e-07
1sg  160  161  4.570882e-03  LO  3.732428e-07
1sg  160  161  6.025596e-03  LO  5.373438e-08
1sg  160  161  7.943282e-03  LO  2.833064e-07
1sg  160  161  1.047129e-02  LO  5.072402e-07
1sg  160  161  1.380384e-02  LO  6.758580e-07
1sg  160  161  1.819701e-02  LO  7.212203e-07
1sg  160  161  2.398833e-02  LO  5.459899e-07
1sg  160  161  3.162278e-02  LO  1.161711e-13
1sg  160  161  4.168694e-02  LO  3.058017e-07
1sg  160  161  5.495409e-02  LO  6.858419e-07
1sg  160  161  7.244360e-02  LO  1.110868e-06
1sg  160  161  9.549926e-02  LO  1.491662e-06
1sg  160  161  1.258925e-01  LO  1.562062e-06
1sg  160  161  1.659587e-01  LO  5.847306e-07
1sg  160  161  2.187762e-01  LO  8.934047e-07
1sg  160  161  2.884032e-01  LO  2.874134e-06
1sg  160  161  3.801894e-01  LO  4.194981e-06
1sg  160  161  5.011872e-01  LO  1.205868e-05
1sg  160  161  6.606934e-01  LO  2.217161e-04
1sg  160  161  2.187762e-04  NLO  8.601149e-08
1sg  160  161  2.884032e-04  NLO  3.586266e-07
1sg  160  161  3.801894e-04  NLO  6.073683e-07
1sg  160  161  5.011872e-04  NLO  7.752227e-07
1sg  160  161  6.606934e-04  NLO  7.925802e-07
1sg  160  161  8.709636e-04  NLO  5.784370e-07
1sg  160  161  1.148154e-03  NLO  5.459130e-07
1sg  160  161  1.513561e-03  NLO  9.550050e-07
1sg  160  161  1.995262e-03  NLO  1.365928e-06
1sg  160  161  2.630268e-03  NLO  1.721724e-06
1sg  160  161  3.467369e-03  NLO  1.957259e-06
1sg  160  161  4.570882e-03  NLO  2.004935e-06
1sg  160  161  6.025596e-03  NLO  2.025100e-06
1sg  160  161  7.943282e-03  NLO  2.603678e-06
1sg  160  161  1.047129e-02  NLO  3.108258e-06
1sg  160  161  1.380384e-02  NLO  3.429084e-06
1sg  160  161  1.819701e-02  NLO  3.440131e-06
1sg  160  161  2.398833e-02  NLO  3.008186e-06
1sg  160  161  3.162278e-02  NLO  2.010281e-06
1sg  160  161  4.168694e-02  NLO  7.142443e-07
1sg  160  161  5.495409e-02  NLO  1.459494e-06
1sg  160  161  7.244360e-02  NLO  4.584760e-06
1sg  160  161  9.549926e-02  NLO  8.474493e-06
1sg  160  161  1.258925e-01  NLO  1.236029e-05
1sg  160  161  1.659587e-01  NLO  1.413456e-05
1sg  160  161  2.187762e-01  NLO  1.159201e-05
1sg  160  161  2.884032e-01  NLO  3.830485e-07
1sg  160  161  3.801894e-01  NLO  3.279237e-05
1sg  160  161  5.011872e-01  NLO  9.723634e-05
1sg  160  161  6.606934e-01  NLO  3.014452e-05
1sg  160  161  2.187762e-04  NNLO  2.124127e-06
1sg  160  161  2.884032e-04  NNLO  2.596655e-06
1sg  160  161  3.801894e-04  NNLO  3.199437e-06
1sg  160  161  5.011872e-04  NNLO  3.817027e-06
1sg  160  161  6.606934e-04  NNLO  4.116680e-06
1sg  160  161  8.709636e-04  NNLO  3.305106e-06
1sg  160  161  1.148154e-03  NNLO  2.423870e-06
1sg  160  161  1.513561e-03  NNLO  3.492314e-06
1sg  160  161  1.995262e-03  NNLO  4.332533e-06
1sg  160  161  2.630268e-03  NNLO  3.562800e-06
1sg  160  161  3.467369e-03  NNLO  2.449791e-07
1sg  160  161  4.570882e-03  NNLO  6.615904e-06
1sg  160  161  6.025596e-03  NNLO  1.150894e-05
1sg  160  161  7.943282e-03  NNLO  1.046101e-05
1sg  160  161  1.047129e-02  NNLO  9.584163e-06
1sg  160  161  1.380384e-02  NNLO  8.888357e-06
1sg  160  161  1.819701e-02  NNLO  8.140664e-06
1sg  160  161  2.398833e-02  NNLO  7.019211e-06
1sg  160  161  3.162278e-02  NNLO  5.174361e-06
1sg  160  161  4.168694e-02  NNLO  1.287175e-06
1sg  160  161  5.495409e-02  NNLO  3.888948e-06
1sg  160  161  7.244360e-02  NNLO  1.060863e-05
1sg  160  161  9.549926e-02  NNLO  1.877018e-05
1sg  160  161  1.258925e-01  NNLO  2.733463e-05
1sg  160  161  1.659587e-01  NNLO  3.304115e-05
1sg  160  161  2.187762e-01  NNLO  2.943825e-05
1sg  160  161  2.884032e-01  NNLO  1.463710e-06
1sg  160  161  3.801894e-01  NNLO  8.120698e-05
1sg  160  161  5.011872e-01  NNLO  2.491801e-04
1sg  160  161  6.606934e-01  NNLO  7.482357e-07
2sg  160  192  2.187762e-04  LO  1.575940e-07
2sg  160  192  2.884032e-04  LO  3.700438e-07
2sg  160  192  3.801894e-04  LO  5.450034e-07
2sg  160  192  5.011872e-04  LO  6.292438e-07
2sg  160  192  6.606934e-04  LO  5.592747e-07
2sg  160  192  8.709636e-04  LO  2.609809e-07
2sg  160  192  1.148154e-03  LO  1.047102e-07
2sg  160  192  1.513561e-03  LO  3.218827e-07
2sg  160  192  1.995262e-03  LO  5.144980e-07
2sg  160  192  2.630268e-03  LO  6.313457e-07
2sg  160  192  3.467369e-03  LO  6.096428e-07
2sg  160  192  4.570882e-03  LO  3.732428e-07
2sg  160  192  6.025596e-03  LO  5.373438e-08
2sg  160  192  7.943282e-03  LO  2.833064e-07
2sg  160  192  1.047129e-02  LO  5.072402e-07
2sg  160  192  1.380384e-02  LO  6.758580e-07
2sg  160  192  1.819701e-02  LO  7.212203e-07
2sg  160  192  2.398833e-02  LO  5.459899e-07
2sg  160  192  3.162278e-02  LO  1.161711e-13
2sg  160  192  4.168694e-02  LO  3.058017e-07
2sg  160  192  5.495409e-02  LO  6.858419e-07
2sg  160  192  7.244360e-02  LO  1.110868e-06
2sg  160  192  9.549926e-02  LO  1.491662e-06
2sg  160  192  1.258925e-01  LO  1.179867e-07
2sg  160  192  1.659587e-01  LO  6.612224e-08
2sg  160  192  2.187762e-01  LO  1.123422e-07
2sg  160  192  2.884032e-01  LO  3.022704e-07
2sg  160  192  3.801894e-01  LO  1.838406e-07
2sg  160  192  5.011872e-01  LO  1.793571e-07
2sg  160  192  6.606934e-01  LO  1.200582e-05
2sg  160  192  2.187762e-04  NLO  8.601149e-08
2sg  160  192  2.884032e-04  NLO  3.586266e-07
2sg  160  192  3.801894e-04  NLO  6.073683e-07
2sg  160  192  5.011872e-04  NLO  7.752227e-07
2sg  160  192  6.606934e-04  NLO  7.925802e-07
2sg  160  192  8.709636e-04  NLO  5.784370e-07
2sg  160  192  1.148154e-03  NLO  5.459130e-07
2sg  160  192  1.513561e-03  NLO  9.550050e-07
2sg  160  192  1.995262e-03  NLO  1.365928e-06
2sg  160  192  2.630268e-03  NLO  1.721724e-06
2sg  160  192  3.467369e-03  NLO  1.957259e-06
2sg  160  192  4.570882e-03  NLO  2.004935e-06
2sg  160  192  6.025596e-03  NLO  2.025100e-06
2sg  160  192  7.943282e-03  NLO  2.603678e-06
2sg  160  192  1.047129e-02  NLO  3.108258e-06
2sg  160  192  1.380384e-02  NLO  3.429084e-06
2sg  160  192  1.819701e-02  NLO  3.440131e-06
2sg  160  192  2.398833e-02  NLO  3.008186e-06
2sg  160  192  3.162278e-02  NLO  2.010281e-06
2sg  160  192  4.168694e-02  NLO  7.142443e-07
2sg  160  192  5.495409e-02  NLO  1.459494e-06
2sg  160  192  7.244360e-02  NLO  4.584760e-06
2sg  160  192  9.549926e-02  NLO  8.474493e-06
2sg  160  192  1.258925e-01  NLO  8.675135e-07
2sg  160  192  1.659587e-01  NLO  1.052710e-06
2sg  160  192  2.187762e-01  NLO  9.829686e-07
2sg  160  192  2.884032e-01  NLO  3.291093e-07
2sg  160  192  3.801894e-01  NLO  2.192456e-06
2sg  160  192  5.011872e-01  NLO  7.647761e-06
2sg  160  192  6.606934e-01  NLO  8.359765e-06
2sg  160  192  2.187762e-04  NNLO  2.124127e-06
2sg  160  192  2.884032e-04  NNLO  2.596655e-06
2sg  160  192  3.801894e-04  NNLO  3.199437e-06
2sg  160  192  5.011872e-04  NNLO  3.817027e-06
2sg  160  192  6.606934e-04  NNLO  4.116680e-06
2sg  160  192  8.709636e-04  NNLO  3.305106e-06
2sg  160  192  1.148154e-03  NNLO  2.423870e-06
2sg  160  192  1.513561e-03  NNLO  3.492313e-06
2sg  160  192  1.995262e-03  NNLO  4.332533e-06
2sg  160  192  2.630268e-03  NNLO  3.562800e-06
2sg  160  192  3.467369e-03  NNLO  2.449791e-07
2sg  160  192  4.570882e-03  NNLO  6.615904e-06
2sg  160  192  6.025596e-03  NNLO  1.150894e-05
2sg  160  192  7.943282e-03  NNLO  1.046101e-05
2sg  160  192  1.047129e-02  NNLO  9.584163e-06
2sg  160  192  1.380384e-02  NNLO  8.888357e-06
2sg  160  192  1.819701e-02  NNLO  8.140664e-06
2sg  160  192  2.398833e-02  NNLO  7.019211e-06
2sg  160  192  3.162278e-02  NNLO  5.174361e-06
2sg  160  192  4.168694e-02  NNLO  1.287175e-06
2sg  160  192  5.495409e-02  NNLO  3.888948e-06
2sg  160  192  7.244360e-02  NNLO  1.060863e-05
2sg  160  192  9.549926e-02  NNLO  1.877018e-05
2sg  160  192  1.258925e-01  NNLO  3.475094e-06
2sg  160  192  1.659587e-01  NNLO  4.072804e-06
2sg  160  192  2.187762e-01  NNLO  4.005649e-06
2sg  160  192  2.884032e-01  NNLO  2.109522e-06
2sg  160  192  3.801894e-01  NNLO  4.478960e-06
2sg  160  192  5.011872e-01  NNLO  1.977462e-05
2sg  160  192  6.606934e-01  NNLO  1.976952e-05
1sg  180  181  2.187762e-04  LO  3.479230e-07
1sg  180  181  2.884032e-04  LO  3.400689e-07
1sg  180  181  3.801894e-04  LO  9.854463e-08
1sg  180  181  5.011872e-04  LO  3.174163e-07
1sg  180  181  6.606934e-04  LO  3.609807e-07
1sg  180  181  8.709636e-04  LO  1.328876e-07
1sg  180  181  1.148154e-03  LO  2.779667e-07
1sg  180  181  1.513561e-03  LO  3.794143e-07
1sg  180  181  1.995262e-03  LO  1.682444e-07
1sg  180  181  2.630268e-03  LO  2.291629e-07
1sg  180  181  3.467369e-03  LO  3.969943e-07
1sg  180  181  4.570882e-03  LO  2.061937e-07
1sg  180  181  6.025596e-03  LO  1.702958e-07
1sg  180  181  7.943282e-03  LO  4.185709e-07
1sg  180  181  1.047129e-02  LO  2.518571e-07
1sg  180  181  1.380384e-02  LO  9.850702e-08
1sg  180  181  1.819701e-02  LO  4.580397e-07
1sg  180  181  2.398833e-02  LO  3.216822e-07
1sg  180  181  3.162278e-02  LO  1.497996e-14
1sg  180  181  4.168694e-02  LO  5.589536e-07
1sg  180  181  5.495409e-02  LO  4.747653e-07
1sg  180  181  7.244360e-02  LO  6.093046e-08
1sg  180  181  9.549926e-02  LO  8.792407e-07
1sg  180  181  1.258925e-01  LO  9.591229e-07
1sg  180  181  1.659587e-01  LO  2.627311e-07
1sg  180  181  2.187762e-01  LO  1.993585e-06
1sg  180  181  2.884032e-01  LO  2.639820e-06
1sg  180  181  3.801894e-01  LO  8.227146e-07
1sg  180  181  5.011872e-01  LO  6.270270e-06
1sg  180  181  6.606934e-01  LO  1.280445e-04
1sg  180  181  2.187762e-04  NLO  2.905448e-07
1sg  180  181  2.884032e-04  NLO  3.227778e-07
1sg  180  181  3.801894e-04  NLO  1.086951e-07
1sg  180  181  5.011872e-04  NLO  3.869581e-07
1sg  180  181  6.606934e-04  NLO  4.991259e-07
1sg  180  181  8.709636e-04  NLO  3.189949e-07
1sg  180  181  1.148154e-03  NLO  5.609247e-07
1sg  180  181  1.513561e-03  NLO  7.830190e-07
1sg  180  181  1.995262e-03  NLO  6.710786e-07
1sg  180  181  2.630268e-03  NLO  8.803864e-07
1sg  180  181  3.467369e-03  NLO  1.238711e-06
1sg  180  181  4.570882e-03  NLO  1.228800e-06
1sg  180  181  6.025596e-03  NLO  1.399745e-06
1sg  180  181  7.943282e-03  NLO  1.856818e-06
1sg  180  181  1.047129e-02  NLO  1.899421e-06
1sg  180  181  1.380384e-02  NLO  1.914231e-06
1sg  180  181  1.819701e-02  NLO  2.181736e-06
1sg  180  181  2.398833e-02  NLO  1.907162e-06
1sg  180  181  3.162278e-02  NLO  1.286405e-06
1sg  180  181  4.168694e-02  NLO  5.592866e-07
1sg  180  181  5.495409e-02  NLO  8.949210e-07
1sg  180  181  7.244360e-02  NLO  2.862293e-06
1sg  180  181  9.549926e-02  NLO  5.354719e-06
